Id;Label;EntityType;RiskScore;Date
1499;"accounts-ukr.net";"Domain";8.0;2023-06-19
1500;"support-ukr.net";"Domain";8.0;2023-06-19
1501;"numsecukr.net";"Domain";8.0;2023-06-19
1502;"crv-ukr.net";"Domain";8.0;2023-06-19
1503;"bld-ukr.net";"Domain";8.0;2023-06-19
1504;"virtual-ukr.net";"Domain";8.0;2023-06-19
1505;"settingsukr.net";"Domain";8.0;2023-06-19
1506;"session-ukr.net";"Domain";8.0;2023-06-19
1507;"mxukr.net";"Domain";8.0;2023-06-19
1508;"dubl-ukr.net";"Domain";8.0;2023-06-19
1509;"cmx-ukr.net";"Domain";8.0;2023-06-19
1510;"static-ukr.net";"Domain";8.0;2023-06-19
1511;"stage-ukr.net";"Domain";8.0;2023-06-19
1512;"safe-ukr.net";"Domain";8.0;2023-06-19
1513;"s9-ukr.net";"Domain";8.0;2023-06-19
1514;"reply-ukr.net";"Domain";8.0;2023-06-19
1515;"prot-ukr.net";"Domain";8.0;2023-06-19
1516;"pm-kv-ukr.net";"Domain";8.0;2023-06-19
1517;"mta-ukr.net";"Domain";8.0;2023-06-19
1518;"mod-ukr.net";"Domain";8.0;2023-06-19
1519;"ksr1-ukr.net";"Domain";8.0;2023-06-19
1520;"files-ukr.net";"Domain";8.0;2023-06-19
1521;"client-ukr.net";"Domain";8.0;2023-06-19
1522;"clients-ukr.net";"Domain";8.0;2023-06-19
1523;"web-ukr.net";"Domain";8.0;2023-06-19
1524;"step-ukr.net";"Domain";8.0;2023-06-19
1525;"site-ukr.net";"Domain";8.0;2023-06-19
1526;"settings-ukr.net";"Domain";8.0;2023-06-19
1527;"pgh-ukr.net";"Domain";8.0;2023-06-19
1528;"pas-ukr.net";"Domain";8.0;2023-06-19
1529;"int-ukr.net";"Domain";8.0;2023-06-19
1530;"inbox-ukr.net";"Domain";8.0;2023-06-19
1531;"cca-ukr.net";"Domain";8.0;2023-06-19
1532;"btx-ukr.net";"Domain";8.0;2023-06-19
1533;"2fa-ukr.net";"Domain";8.0;2023-06-19
1534;"vh-ukr.net";"Domain";8.0;2023-06-19
1535;"out-ukr.net";"Domain";8.0;2023-06-19
1536;"in-ukr.net";"Domain";8.0;2023-06-19
1537;"cvi-ukr.net";"Domain";8.0;2023-06-19
1538;"stv-ukr.net";"Domain";8.0;2023-06-19
1539;"pge-ukr.net";"Domain";8.0;2023-06-19
1540;"accounts---ukr.net";"Domain";8.0;2023-06-19
1541;"changepassword-ukr.net";"Domain";8.0;2023-06-19
1542;"accounts--ukr.net";"Domain";8.0;2023-06-19
1543;"uc-ukr.net";"Domain";8.0;2023-06-19
1544;"ub-ukr.net";"Domain";8.0;2023-06-19
1545;"ck-ukr.net";"Domain";8.0;2023-06-19
1546;"kv-ukr.net";"Domain";8.0;2023-06-19
1547;"k1v-ukr.net";"Domain";8.0;2023-06-19
1548;"vn-ukr.net";"Domain";8.0;2023-06-19
1549;"ser-ukr.net";"Domain";8.0;2023-06-19
1550;"p-ukr.net";"Domain";8.0;2023-06-19
1551;"lt-ukr.net";"Domain";8.0;2023-06-19
1552;"ml-ukr.net";"Domain";8.0;2023-06-19
1553;"m1-ukr.net";"Domain";8.0;2023-06-19
1554;"u1-ukr.net";"Domain";8.0;2023-06-19
1555;"l-ukr.net";"Domain";8.0;2023-06-19
1556;"mail-ukr.net";"Domain";8.0;2023-06-19
1557;"conf-ukr.net";"Domain";8.0;2023-06-19
1558;"account-ukr.net";"Domain";8.0;2023-06-19
1559;"notify-ukr.net";"Domain";8.0;2023-06-19
1560;"UKR.NET users";"Sector";7.5;2023-06-19
1561;"Internet Domain Service BS Corp.";"Organization";5.0;2023-06-19
1562;"internet.bs";"Domain";5.0;2023-06-19
1563;"DomainTools";"Organization";5.0;2023-06-19
1564;"Nice-IT";"Organization";5.0;2023-06-19
1565;"as49447.net";"Domain";5.0;2023-06-19
1566;"Netherlands";"Country";5.0;2023-06-19
1567;"Bahamas";"Country";5.0;2023-06-19
1568;"UAC-0168";"HackerGroup";9.0;2023-07-05
1569;"MAGICSPELL";"Software";8.0;2023-07-05
1570;"finformservice.com";"Domain";8.0;2023-07-05
1571;"ukrainianworldcongress.info";"Domain";8.0;2023-07-05
1572;"ukrainianworldcongress.org";"Domain";5.0;2023-07-05
1573;"Ukrainian World Congress";"Organization";5.0;2023-07-05
1574;"Lithuania";"Country";5.0;2023-07-05
1575;"njRAT";"Software";8.0;2023-07-07
1576;"carpetmarker.pw";"Domain";8.0;2023-07-07
1577;"ply.gg";"Domain";8.0;2023-07-07
1578;"Avast";"Organization";5.0;2023-07-07
1579;"Ubiquiti EdgeOS devices";"Device";7.5;2023-07-08
1580;"EdgeOS";"Software";8.0;2023-07-08
1581;"Посольство Ісламської Республіки Іран в Тірані";"Government Body";9.0;2023-07-08
1582;"Iran";"Country";8.0;2023-07-08
1583;"Center for Defence Strategies";"Organization";5.0;2023-07-08
1584;"@cyber__sloth";"Individual";5.0;2023-07-08
1585;"@BushidoToken";"Individual";5.0;2023-07-08
1586;"liverpulapp.ru";"Domain";8.0;2023-07-13
1587;"samoramertut.ru";"Domain";8.0;2023-07-13
1588;"cityofuganda.ug";"Domain";8.0;2023-07-13
1589;"goodlenuxilam.site";"Domain";8.0;2023-07-13
1590;"hillespostelnm.eu";"Domain";8.0;2023-07-13
1591;"internetcygane.ru";"Domain";8.0;2023-07-13
1592;"jimloamfilling.online";"Domain";8.0;2023-07-13
1593;"jslopasitmon.com";"Domain";8.0;2023-07-13
1594;"kilomunara.com";"Domain";8.0;2023-07-13
1595;"krasavchikoleg.net";"Domain";8.0;2023-07-13
1596;"maxteroper.ru";"Domain";8.0;2023-07-13
1597;"nafillimonilini.net";"Domain";8.0;2023-07-13
1598;"napropertyhub.eu";"Domain";8.0;2023-07-13
1599;"sismasterhome.ru";"Domain";8.0;2023-07-13
1600;"supermarioprohozhdenie.ru";"Domain";8.0;2023-07-13
1601;"vertusupportjk.org";"Domain";8.0;2023-07-13
1602;"zaikadoctor.ru";"Domain";8.0;2023-07-13
1603;"zallesman.ru";"Domain";8.0;2023-07-13
1604;"zarabovannyok.eu";"Domain";8.0;2023-07-13
1605;"iqhost.ru";"Domain";5.0;2023-07-13
1606;"ruvds.com";"Domain";5.0;2023-07-13
1607;"dnspod.com";"Domain";5.0;2023-07-13
1608;"WhatsApp";"Software";8.0;2023-07-13
1609;"Signal";"Software";8.0;2023-07-13
1610;"LOADSHORT";"Software";8.0;2023-07-13
1611;"LAKEFLASH";"Software";8.0;2023-07-13
1612;"Security and Defense Forces of Ukraine";"Sector";7.5;2023-07-13
1613;"Global Internet Solutions LLC";"Organization";5.0;2023-07-13
1614;"Hosting-Technology LLC";"Organization";5.0;2023-07-13
1615;"IT-GRAD";"Organization";5.0;2023-07-13
1616;"gir.network";"Domain";5.0;2023-07-13
1617;"vdsina.ru";"Domain";5.0;2023-07-13
1618;"it-grad.kz";"Domain";5.0;2023-07-13
1619;"it-develop.me";"Domain";5.0;2023-07-13
1620;"mivocloud.com";"Domain";5.0;2023-07-13
1621;"telegra.ph";"Domain";5.0;2023-07-13
1622;"Центр кібернетичної безпеки інформаційно-телекомунікаційних систем (в/ч А0334)";"Government Body";5.0;2023-07-13
1623;"Головне управління СБУ в Автономній Республіці Крим";"Government Body";5.0;2023-07-13
1624;"Montenegro";"Country";5.0;2023-07-13
1625;"Starlink terminals";"Device";5.0;2023-07-13
1626;"Turla";"HackerGroup";9.0;2023-07-18
1627;"CAPIBAR";"Software";8.0;2023-07-18
1628;"DeliveryCheck";"Software";8.0;2023-07-18
1629;"GAMEDAY";"Software";8.0;2023-07-18
1630;"KAZUAR";"Software";8.0;2023-07-18
1631;"PowerShell DSC";"Software";8.0;2023-07-18
1632;"Microsoft Exchange Server";"Device";7.5;2023-07-18
1633;"Defense forces";"Sector";7.5;2023-07-18
1634;"Microsoft Threat Intelligence";"Organization";5.0;2023-07-18
1635;"adelaida.ua";"Domain";8.0;2023-07-18
1636;"atomydoc.kg";"Domain";8.0;2023-07-18
1637;"aleimportadora.net";"Domain";8.0;2023-07-18
1638;"octoberoctopus.co.za";"Domain";8.0;2023-07-18
1639;"sansaispa.com";"Domain";8.0;2023-07-18
1640;"pierreagencement.fr";"Domain";8.0;2023-07-18
1641;"aet.in.ua";"Domain";8.0;2023-07-18
1642;"kzp.bg";"Domain";8.0;2023-07-18
1643;"numina.md";"Domain";8.0;2023-07-18
1644;"arlingtonhousing.us";"Domain";8.0;2023-07-18
1645;"lechateaudelatour.fr";"Domain";8.0;2023-07-18
1646;"lebsack.de";"Domain";8.0;2023-07-18
1647;"weboffice.exe";"Software";8.0;2023-07-24
1648;"Видаткова_накладная_№121_вiд_18_липня_2023p.zip";"Software";8.0;2023-07-24
1649;"Видаткова_накладная_№121_вiд_18_липня_2023p.pdf.js";"Software";8.0;2023-07-24
1650;"Акт_звiрки_вiд_18_липня_2023p.pdf.js";"Software";8.0;2023-07-24
1651;"Платiжна iнструкцiя iпн та вытяг з реестру Код документа 9312-0580-6944-3255.zip";"Software";8.0;2023-07-24
1652;"1.Платiжна iнструкцiя iпн та вытяг з реестру Код документа 9312-0580-6944-3255.exe";"Software";8.0;2023-07-24
1653;"passport.bat";"Software";8.0;2023-07-24
1654;"2.Витяг з реeстру вiд 24.07.2023р_Код документа 9312-0580-6944-3255.xls.js";"Software";8.0;2023-07-24
1655;"Pax_ipn_18.07.2023p.jpg";"Software";8.0;2023-07-24
1656;"ботмережа (більше 1000 комп'ютерів)";"Infrastructure";8.0;2023-07-24
1657;"ukr-net-downloadfile.su";"Domain";8.0;2023-07-24
1658;"mediaplatformapharm.ru";"Domain";8.0;2023-07-24
1659;"tvpharm.ru";"Domain";8.0;2023-07-24
1660;"abracodabugalimpopo.ru";"Domain";8.0;2023-07-24
1661;"coinmakopenarea.su";"Domain";8.0;2023-07-24
1662;"gondurasonline.ru";"Domain";8.0;2023-07-24
1663;"hopentools.ru";"Domain";8.0;2023-07-24
1664;"humanitarydp.ru";"Domain";8.0;2023-07-24
1665;"infomailforyoumak.ru";"Domain";8.0;2023-07-24
1666;"kismamabeforyougo.ru";"Domain";8.0;2023-07-24
1667;"kismamabeforyougo.su";"Domain";8.0;2023-07-24
1668;"kissmafiabeforyoudied.ru";"Domain";8.0;2023-07-24
1669;"nabufixservice.su";"Domain";8.0;2023-07-24
1670;"zaikaopentra-com-ug.su";"Domain";8.0;2023-07-24
1671;"zaikaopentra.com.ru";"Domain";8.0;2023-07-24
1672;"zalamafiapopcultur.ru";"Domain";8.0;2023-07-24
1673;"metallergroup.ru";"Domain";8.0;2023-07-24
1674;"UAC-0154";"HackerGroup";9.0;2023-08-05
1675;"Merlin Agent";"Software";8.0;2023-08-05
1676;"ctlhost.exe";"Software";8.0;2023-08-05
1677;"Catbox";"Organization";5.0;2023-08-05
1678;"catbox.moe";"Domain";5.0;2023-08-05
1679;"shorturl.at";"Domain";5.0;2023-08-05
1680;"@xaknet_team";"HackerGroup";9.0;2023-08-09
1681;"@solntsepekZ";"HackerGroup";9.0;2023-08-09
1682;"@informZarya";"HackerGroup";9.0;2023-08-09
1683;"PHP";"Software";6.0;2023-08-09
1684;"FortiGate";"Software";6.0;2023-08-09
1685;"censys.io";"Domain";5.0;2023-08-09
1686;"AppLocker";"Software";5.0;2023-08-09
1687;"TCP Wrappers";"Software";5.0;2023-08-09
1688;"pfSense";"Software";5.0;2023-08-09
1689;"mil.gov.ua";"Domain";5.0;2023-08-09
1690;"nbu.gov.ua";"Domain";5.0;2023-08-09
1691;"UAC-0170";"HackerGroup";9.0;2023-08-11
1692;"rf.gd";"Domain";8.0;2023-08-11
1693;"beroozresaan.com";"Domain";8.0;2023-08-11
1694;"tataguyz.co.za";"Domain";8.0;2023-08-11
1695;"InfinityFree";"Organization";5.0;2023-08-11
1696;"iFastNet";"Organization";5.0;2023-08-11
1697;"ifastnet.com";"Domain";5.0;2023-08-11
1698;"United Kingdom";"Country";5.0;2023-08-11
1699;"UAC-0173";"HackerGroup";9.0;2023-08-28
1700;"UAC-0007";"HackerGroup";9.0;2023-08-28
1701;"BlackNotary";"HackerGroup";9.0;2023-08-28
1702;"ScrubCrypt";"Software";8.0;2023-08-28
1703;"AsyncRAT";"Software";8.0;2023-08-28
1704;"BZip2";"Software";8.0;2023-08-28
1705;"Gzip";"Software";8.0;2023-08-28
1706;"RAR";"Software";8.0;2023-08-28
1707;"minijusfil.com";"Domain";8.0;2023-08-28
1708;"filetransrediremin.com";"Domain";8.0;2023-08-28
1709;"barnsertr.com";"Domain";8.0;2023-08-28
1710;"Justice and notary bodies of Ukraine";"Sector";7.5;2023-08-28
1711;"CVE-2023-38831";"Software";8.0;2023-08-31
1712;"topibuzz.space";"Domain";8.0;2023-08-31
1713;"windacarmelita.pw";"Domain";8.0;2023-08-31
1714;"об'єкт критичної енергетичної інфраструктури України";"Infrastructure";8.5;2023-09-04
1715;"HeadLace";"Software";8.0;2023-09-04
1716;"webhook.site";"Domain";8.0;2023-09-04
1717;"file.io";"Domain";8.0;2023-09-04
1718;"ipapi.co";"Domain";8.0;2023-09-04
1719;"portugalmail.pt";"Domain";8.0;2023-09-04
1720;"seznam.cz";"Domain";8.0;2023-09-04
1721;"системи дистанційного банківського обслуговування";"Infrastructure";8.5;2023-10-06
1722;"Trader Soft LLC";"Organization";5.0;2023-10-06
1723;"simplecloud.ru";"Domain";5.0;2023-10-06
1724;"Чекель Н.В.";"Individual";5.0;2023-10-06
1725;"diplombar.by";"Domain";8.0;2023-10-06
1726;"dublebomber.ru";"Domain";8.0;2023-10-06
1727;"iloveua.ir";"Domain";8.0;2023-10-06
1728;"ipoluchayteudovolstvie.ru";"Domain";8.0;2023-10-06
1729;"kozachok777.ru";"Domain";8.0;2023-10-06
1730;"moyabelorussiya.by";"Domain";8.0;2023-10-06
1731;"nomnetozhedenyuzhkanuzhna.ru";"Domain";8.0;2023-10-06
1732;"popuasyfromua.ru";"Domain";8.0;2023-10-06
1733;"propertyiran.ir";"Domain";8.0;2023-10-06
1734;"propertyminsk.by";"Domain";8.0;2023-10-06
1735;"prostosmeritesya.ru";"Domain";8.0;2023-10-06
1736;"restmantra.by";"Domain";8.0;2023-10-06
1737;"sakentoshi.ru";"Domain";8.0;2023-10-06
1738;"specnaznachenie.ru";"Domain";8.0;2023-10-06
1739;"super777bomba.ru";"Domain";8.0;2023-10-06
1740;"tvoyaradostetoya.ru";"Domain";8.0;2023-10-06
1741;"yavasponimayu.ru";"Domain";8.0;2023-10-06
1742;"zakrylki809.ru";"Domain";8.0;2023-10-06
1743;"zasadacafe.by";"Domain";8.0;2023-10-06
1744;"UAC-0165";"HackerGroup";9.0;2023-10-15
1745;"masscan";"Software";8.0;2023-10-15
1746;"ffuf";"Software";8.0;2023-10-15
1747;"DirBuster";"Software";8.0;2023-10-15
1748;"gowitness";"Software";8.0;2023-10-15
1749;"Dante";"Software";8.0;2023-10-15
1750;"POEMGATE";"Software";8.0;2023-10-15
1751;"WHITECAT";"Software";8.0;2023-10-15
1752;"POSEIDON";"Software";8.0;2023-10-15
1753;"Weevely";"Software";8.0;2023-10-15
1754;"eurotelle.com";"Domain";8.0;2023-10-15
1755;"skreatortemp.site";"Domain";8.0;2022-07-06
1756;"Інформація щодо наявності вакансій та їх укомплектування.xls";"Software";8.0;2022-07-06
1757;"WordPad";"Software";8.0;2022-07-06
1758;"TRYxaEbX";"Software";8.0;2022-07-06
1759;"Спеціалізована прокуратура у військовій та оборонній сфері";"Government Body";5.0;2022-07-06
1760;"davincigroup.online";"Domain";8.0;2023-11-13
1761;"groupdavinci.online";"Domain";8.0;2023-11-13
1762;"Shinjiru";"Organization";5.0;2023-11-13
1763;"Malaysia";"Country";5.0;2023-11-13
1764;"scandoc.exe";"Software";8.0;2023-11-30
1765;"SmartAssembly";"Software";8.0;2023-11-30
1766;"Господарський суд Одеської області";"Government Body";5.0;2023-11-30
1767;"SmartApe LLC";"Organization";5.0;2023-11-30
1768;"Matrix Telecom Ltd";"Organization";5.0;2023-11-30
1769;"LOADERX3";"Software";8.0;2023-12-01
1770;"TektonIT RMS";"Software";8.0;2023-12-01
1771;"DanaBot";"Software";8.0;2023-12-01
1772;"Lumma Stealer";"Software";8.0;2023-12-01
1773;"RedLine Stealer";"Software";8.0;2023-12-01
1774;"SystemBC";"Software";8.0;2023-12-01
1775;"TALESHOT";"Software";8.0;2023-12-01
1776;"PIEJET";"Software";8.0;2023-12-01
1777;"LOADNEST";"Software";8.0;2023-12-01
1778;"HANGTHREAD";"Software";8.0;2023-12-01
1779;"BACKSTAB";"Software";8.0;2023-12-01
1780;"AuKill";"Software";8.0;2023-12-01
1781;"africathrillthes.pw";"Domain";8.0;2023-12-01
1782;"againandagaingmorder.ru";"Domain";8.0;2023-12-01
1783;"bloockflad.pw";"Domain";8.0;2023-12-01
1784;"bluepablo.fun";"Domain";8.0;2023-12-01
1785;"boddyshow.fun";"Domain";8.0;2023-12-01
1786;"bookgames.pw";"Domain";8.0;2023-12-01
1787;"comperssw.fun";"Domain";8.0;2023-12-01
1788;"dayzilons.pw";"Domain";8.0;2023-12-01
1789;"downloadrezerves.ru";"Domain";8.0;2023-12-01
1790;"duhodown.fun";"Domain";8.0;2023-12-01
1791;"howlcars.fun";"Domain";8.0;2023-12-01
1792;"keewoolas.pw";"Domain";8.0;2023-12-01
1793;"killredls.pw";"Domain";8.0;2023-12-01
1794;"kowersize.fun";"Domain";8.0;2023-12-01
1795;"monopoliafromyou.ru";"Domain";8.0;2023-12-01
1796;"moskhoods.pw";"Domain";8.0;2023-12-01
1797;"mouseoiet.fun";"Domain";8.0;2023-12-01
1798;"plengreg.fun";"Domain";8.0;2023-12-01
1799;"revivalsecularas.pw";"Domain";8.0;2023-12-01
1800;"tektonit.ru";"Domain";8.0;2023-12-01
1801;"steycools.pw";"Domain";8.0;2023-12-01
1802;"superdadymster.ru";"Domain";8.0;2023-12-01
1803;"unayt.ru";"Domain";8.0;2023-12-01
1804;"zamesblack.fun";"Domain";8.0;2023-12-01
1805;"cafeteriumups.ru";"Domain";8.0;2023-12-01
1806;"Ukrainian enterprises";"Sector";7.5;2023-12-01
1807;"Financial institutions";"Sector";7.5;2023-12-01
1808;"MeduzaStealer";"Software";8.0;2023-12-07
1809;"ndibk.gov.ua";"Domain";8.0;2023-12-07
1810;"aten.ua";"Domain";8.0;2023-12-07
1811;"bdf.gov.ua";"Domain";8.0;2023-12-07
1812;"trnvk.gov.ua";"Domain";8.0;2023-12-07
1813;"Government bodies of Poland";"Sector";7.5;2023-12-07
1814;"JokerDPR";"HackerGroup";9.0;2023-12-19
1815;"UAC-0177";"HackerGroup";9.0;2023-12-19
1816;"EXMO";"Organization";8.0;2023-12-19
1817;"Binance";"Organization";8.0;2023-12-19
1818;"Tucows";"Organization";5.0;2023-12-19
1819;"ssl2.link";"Domain";8.0;2023-12-19
1820;"authcheck.in";"Domain";8.0;2023-12-19
1821;"authssl.in";"Domain";8.0;2023-12-19
1822;"authssl.link";"Domain";8.0;2023-12-19
1823;"authssl.online";"Domain";8.0;2023-12-19
1824;"authssl.org";"Domain";8.0;2023-12-19
1825;"authssl.site";"Domain";8.0;2023-12-19
1826;"ssl1.online";"Domain";8.0;2023-12-19
1827;"ssl1.site";"Domain";8.0;2023-12-19
1828;"ssl2.in";"Domain";8.0;2023-12-19
1829;"ssl2.online";"Domain";8.0;2023-12-19
1830;"ssl2.site";"Domain";8.0;2023-12-19
1831;"ssl3.online";"Domain";8.0;2023-12-19
1832;"ssl3.site";"Domain";8.0;2023-12-19
1833;"ssl4.online";"Domain";8.0;2023-12-19
1834;"ssl4.site";"Domain";8.0;2023-12-19
1835;"exmo.day";"Domain";8.0;2023-12-19
1836;"getssl.click";"Domain";8.0;2023-12-19
1837;"getssl.ink";"Domain";8.0;2023-12-19
1838;"goaccount.link";"Domain";8.0;2023-12-19
1839;"passport2.zip";"Domain";8.0;2023-12-19
1840;"personlog.in";"Domain";8.0;2023-12-19
1841;"certifiedauth.in";"Domain";8.0;2023-12-19
1842;"hsts.online";"Domain";8.0;2023-12-19
1843;"connectssl.in";"Domain";8.0;2023-12-19
1844;"SmartAssembly .NET";"Software";8.0;2023-12-21
1845;"wsuscr.exe";"Software";8.0;2023-12-21
1846;"AS44477";"Infrastructure";5.0;2023-12-21
1847;"Kyivstar";"Organization";5.0;2023-12-21
1848;"Bitbucket";"Organization";5.0;2023-12-21
1849;"MASEPIE";"Software";8.0;2023-12-28
1850;"OCEANMAP";"Software";8.0;2023-12-28
1851;"STEELHOOK";"Software";8.0;2023-12-28
1852;"OpenSSH";"Software";8.0;2023-12-28
1853;"oast.fun";"Domain";8.0;2023-12-28
1854;"firstcloudit.com";"Domain";8.0;2023-12-28
1855;"facadesolutionsuae.com";"Domain";8.0;2023-12-28
1856;"bahouholdings.com";"Domain";8.0;2023-12-28
1857;"Government organizations";"Sector";7.5;2023-12-28
1858;"Polish organizations";"Sector";7.5;2023-12-28
1859;"Trellix";"Organization";5.0;2023-12-28
1860;"Trend Micro";"Organization";5.0;2024-01-06
1861;"UAC-0184";"HackerGroup";9.0;2024-01-06
1862;"ReverseSSH";"Software";8.0;2024-01-06
1863;"funedunet.com";"Domain";8.0;2024-01-06
1864;"new-tech-savvy.com";"Domain";8.0;2024-01-06
1865;"grabify.link";"Domain";8.0;2024-01-06
1866;"iplogger.com";"Domain";8.0;2024-01-06
1867;"3-тя окрема штурмова бригада";"Government Body";5.0;2024-01-06
1868;"Israel Defense Forces (IDF)";"Government Body";5.0;2024-01-06
1869;"Ukrainian military";"Sector";7.5;2024-01-06
1870;"Quasar RAT";"Software";8.0;2024-01-11
1871;"rmssrv.ru";"Domain";8.0;2024-01-11
1872;"bitbucket.org";"Domain";5.0;2024-01-11
1873;"M.E.Doc";"Organization";5.0;2024-01-11
1874;"AS215939";"Infrastructure";5.0;2024-01-11
1875;"8161.uk";"Domain";8.0;2024-01-22
1876;"remala.id";"Domain";8.0;2024-01-22
1877;"nlightusa.com";"Domain";8.0;2024-01-22
1878;"miecznet.com.pl";"Domain";8.0;2024-01-22
1879;"settusfree.org.uk";"Domain";8.0;2024-01-22
1880;"ne.jp";"Domain";8.0;2024-01-22
1881;"install.msi";"Software";8.0;2024-01-22
1882;"CCleaner";"Software";8.0;2024-01-22
1883;"Електронний план евакуації";"Software";8.0;2024-01-22
1884;"plan_dsns.gov.ua.rar";"Software";8.0;2024-01-22
1885;"UAC-0027";"HackerGroup";9.0;2024-01-31
1886;"DirtyMoe (PurpleFox)";"Software";8.0;2024-01-31
1887;"1qw.us";"Domain";8.0;2024-01-31
1888;"6bc.us";"Domain";8.0;2024-01-31
1889;"8df.us";"Domain";8.0;2024-01-31
1890;"Avast Free Antivirus";"Software";5.0;2024-01-31
1891;"DaVinci Group";"HackerGroup";9.0;2024-02-22
1892;"Venom RAT";"Software";8.0;2024-02-22
1893;"Сили оборони України";"Government Body";9.0;2024-02-22
1894;"Financial sector";"Sector";7.5;2024-02-22
1895;"Healthcare sector";"Sector";7.5;2024-02-22
1896;"Information technology sector";"Sector";7.5;2024-02-22
1897;"Ukrainian providers";"Sector";7.5;2024-02-22
1898;"UAC-0149";"HackerGroup";9.0;2024-02-24
1899;"COOKBOX";"Software";8.0;2024-02-24
1900;"githubusercontent.com";"Domain";8.0;2024-02-24
1901;"workers.dev";"Domain";8.0;2024-02-24
1902;"Software Restriction Policies (SRP)";"Software";5.0;2024-02-28
1903;"YARA";"Software";5.0;2020-12-14
1904;"SIEM";"Software";5.0;2024-02-28
1905;"Local self-government";"Sector";5.0;2024-02-28
1906;"Military formations";"Sector";5.0;2024-02-28
1907;"Government institutions and enterprises";"Sector";5.0;2024-02-28
1908;"Viber";"Software";5.0;2024-04-01
1909;"Google Authenticator";"Software";5.0;2024-04-01
1910;"Microsoft Authenticator";"Software";5.0;2024-04-01
1911;"YubiKey";"Device";5.0;2024-04-01
1912;"IDAT";"Software";8.0;2024-04-16
1913;"HijackLoader";"Software";8.0;2024-04-16
1914;"SHADOWLADDER";"Software";8.0;2024-04-16
1915;"GHOSTPULSE";"Software";8.0;2024-04-16
1916;"ViottoKeylogger";"Software";8.0;2024-04-16
1917;"XWorm";"Software";8.0;2024-04-16
1918;"SIGTOP";"Software";8.0;2024-04-16
1919;"TUSC";"Software";8.0;2024-04-16
1920;"i-like-hokku.co.ua";"Domain";8.0;2024-04-16
1921;"the-new-age.co.ua";"Domain";8.0;2024-04-16
1922;"kyiv.ua";"Domain";8.0;2024-04-16
1923;"biches-yeah.co.ua";"Domain";8.0;2024-04-16
1924;"filebin.net";"Domain";5.0;2024-04-16
1925;"UN Department of Peace Operations";"Organization";5.0;2024-04-18
1926;"UAC-0002";"HackerGroup";9.0;2024-04-19
1927;"QUEUESEED";"Software";8.0;2024-04-19
1928;"KNUCKLETOUCH";"Software";8.0;2024-04-19
1929;"ICYWELL";"Software";8.0;2024-04-19
1930;"WRONGSENS";"Software";8.0;2024-04-19
1931;"KAPEKA";"Software";8.0;2024-04-19
1932;"LOADGRIP";"Software";8.0;2024-04-19
1933;"BIASBOAT";"Software";8.0;2024-04-19
1934;"ReGeorg.Neo";"Software";8.0;2024-04-19
1935;"PIVOTNACCI";"Software";8.0;2024-04-19
1936;"GOSSIPFLOW";"Software";8.0;2024-04-19
1937;"chisel";"Software";8.0;2024-04-19
1938;"libprocesshider";"Software";8.0;2024-04-19
1939;"JuicyPotatoNG";"Software";8.0;2024-04-19
1940;"RottenPotatoNG";"Software";8.0;2024-04-19
1941;"Ukrainian water supply sector";"Sector";7.5;2024-04-19
1942;"Ukrainian heat supply sector";"Sector";7.5;2024-04-19
1943;"Information and communication systems of Ukrainian critical infrastructure";"Infrastructure";8.5;2024-04-19
1944;"WhatsApp users";"Sector";7.5;2024-04-20
1945;"president.gov.ua";"Domain";5.0;2024-04-20
1946;"petition-presidentu.com";"Domain";8.0;2024-04-20
1947;"president-petition.best";"Domain";8.0;2024-04-20
1948;"president-petition6504.best";"Domain";8.0;2024-04-20
1949;"president-petition6884.best";"Domain";8.0;2024-04-20
1950;"president-petition9034.best";"Domain";8.0;2024-04-20
1951;"president-petitions.click";"Domain";8.0;2024-04-20
1952;"president-petitions.shop";"Domain";8.0;2024-04-20
1953;"petition-president.com";"Domain";8.0;2024-04-20
1954;"petitian-president.com";"Domain";8.0;2024-04-20
1955;"petition-presidenty.com";"Domain";8.0;2024-04-20
1956;"petition-president.org.ua";"Domain";8.0;2024-04-20
1957;"petition-presidenta.com";"Domain";8.0;2024-04-20
1958;"petition-president.com.ua";"Domain";8.0;2024-04-20
1959;"petition-presidente.com";"Domain";8.0;2024-04-20
1960;"petition-ukraine.com";"Domain";8.0;2024-04-20
1961;"petitionukraine.com";"Domain";8.0;2024-04-20
1962;"petition-ukraina.com";"Domain";8.0;2024-04-20
1963;"petition--ukraine.com";"Domain";8.0;2024-04-20
1964;"petition-ukraina.com.ua";"Domain";8.0;2024-04-20
1965;"petition-ukrainiane.com";"Domain";8.0;2024-04-20
1966;"petitian-ukraine.com";"Domain";8.0;2024-04-20
1967;"petitian--ukraine.com";"Domain";8.0;2024-04-20
1968;"petition-presidenty.org.ua";"Domain";8.0;2024-04-20
1969;"petition-presidenta.org.ua";"Domain";8.0;2024-04-20
1970;"geroiua.com";"Domain";8.0;2024-04-20
1971;"geroiukr.site";"Domain";8.0;2024-04-20
1972;"geroisavenko.com";"Domain";8.0;2024-04-20
1973;"geroiukrainu.com";"Domain";8.0;2024-04-20
1974;"geroi-ukraine.com";"Domain";8.0;2024-04-20
1975;"geroiukr.com.ua";"Domain";8.0;2024-04-20
1976;"geroiua.com.ua";"Domain";8.0;2024-04-20
1977;"ua-geroi.com.ua";"Domain";8.0;2024-04-20
